Destination,Flight Price,Departure,Return Trip,Route from Origin,Route from Destination,airline
Madrid,306.0,Tue Feb 25th 2025,Sat Mar 15th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air Europa
Madrid,306.0,Mon Feb 24th 2025,Thu Mar 27th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Ryanair
Madrid,307.0,Tue Feb 25th 2025,Thu Mar 27th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Ryanair
Madrid,307.0,Tue Mar 4th 2025,Thu Apr 3rd 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Ryanair
Madrid,307.0,Mon Feb 24th 2025,Wed Mar 19th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air France
Madrid,307.0,Mon Feb 24th 2025,Sat Mar 15th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Iberia
Madrid,307.0,Tue Feb 25th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Iberia
Madrid,307.0,Sat Feb 22nd 2025,Sat Mar 15th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Lufthansa
Madrid,307.0,Sat Feb 22nd 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Ryanair
Madrid,307.0,Sat Feb 22nd 2025,Thu Mar 27th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Ryanair
Madrid,307.0,Sat Feb 22nd 2025,Wed Mar 19th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Ryanair
Madrid,308.0,Tue Feb 18th 2025,Thu Mar 20th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Ryanair
Madrid,308.0,Tue Mar 4th 2025,Thu Mar 20th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),KLM
Madrid,308.0,Tue Feb 25th 2025,Wed Mar 19th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air Europa
Madrid,308.0,Tue Feb 25th 2025,Tue Mar 18th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air France
Madrid,324.0,Tue Feb 18th 2025,Thu Apr 3rd 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Iberia
Madrid,324.0,Tue Mar 4th 2025,Wed Mar 19th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Iberia
Madrid,324.0,Tue Mar 4th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air France
Madrid,324.0,Tue Feb 18th 2025,Thu Mar 27th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),KLM
Madrid,324.0,Tue Mar 4th 2025,Tue Mar 18th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Ryanair
Madrid,324.0,Sat Feb 22nd 2025,Tue Mar 11th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Ryanair
Madrid,324.0,Sun Feb 16th 2025,Tue Mar 11th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Iberia
Madrid,324.0,Wed Feb 19th 2025,Tue Mar 11th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Lufthansa
Madrid,324.0,Sun Feb 16th 2025,Thu Mar 6th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),KLM
Madrid,324.0,Sat Feb 22nd 2025,Thu Mar 6th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air France
Madrid,324.0,Mon Feb 17th 2025,Thu Mar 6th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),KLM
Madrid,324.0,Wed Feb 19th 2025,Thu Mar 6th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air Europa
Madrid,325.0,Tue Mar 4th 2025,Sat Mar 15th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Iberia
Madrid,325.0,Tue Feb 18th 2025,Tue Mar 18th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Lufthansa
Madrid,325.0,Tue Feb 18th 2025,Sat Mar 15th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Iberia
Madrid,325.0,Tue Feb 18th 2025,Wed Mar 19th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Lufthansa
Madrid,325.0,Tue Feb 18th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air France
Madrid,330.0,Wed Feb 5th 2025,Tue Mar 11th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air France
Madrid,330.0,Wed Feb 5th 2025,Thu Mar 6th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Ryanair
Madrid,345.0,Sat Feb 22nd 2025,Mon Mar 10th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Iberia
Madrid,345.0,Sat Feb 22nd 2025,Mon Mar 10th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),KLM
Madrid,345.0,Tue Feb 25th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air Europa
Madrid,345.0,Tue Feb 25th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air Europa
Madrid,345.0,Wed Feb 26th 2025,Thu Mar 13th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Ryanair
Madrid,345.0,Tue Feb 25th 2025,Thu Mar 13th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air Europa
Madrid,349.0,Tue Feb 25th 2025,Thu Mar 13th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Lufthansa
Madrid,350.0,Tue Feb 25th 2025,Thu Mar 6th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Lufthansa
Madrid,350.0,Tue Feb 25th 2025,Thu Mar 6th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Iberia
Madrid,352.0,Wed Feb 5th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Ryanair
Madrid,352.0,Wed Feb 5th 2025,Thu Mar 6th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air Europa
Madrid,360.0,Sat Feb 22nd 2025,Tue Mar 18th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air Europa
Madrid,360.0,Tue Feb 25th 2025,Fri Mar 14th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Lufthansa
Madrid,360.0,Sat Feb 22nd 2025,Fri Mar 14th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),KLM
Madrid,365.0,Tue Feb 25th 2025,Sat Mar 22nd 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air France
Madrid,365.0,Sat Feb 22nd 2025,Sat Mar 22nd 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Iberia
Madrid,366.0,Tue Mar 4th 2025,Thu Mar 27th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Iberia
Madrid,384.0,Wed Feb 5th 2025,Fri Mar 14th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Iberia
Madrid,384.0,Wed Feb 5th 2025,Sat Mar 15th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),KLM
Madrid,527.0,Mon Feb 24th 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Iberia
Madrid,539.0,Tue Mar 4th 2025,Tue Mar 18th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Ryanair
Madrid,539.0,Tue Mar 4th 2025,Wed Mar 26th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air France
Madrid,539.0,Fri Feb 28th 2025,Wed Mar 26th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Lufthansa
Madrid,539.0,Tue Feb 25th 2025,Thu Mar 13th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Air Europa
Madrid,539.0,Tue Mar 4th 2025,Thu Mar 13th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Iberia
Madrid,539.0,Fri Feb 28th 2025,Thu Mar 13th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),KLM
Madrid,539.0,Fri Feb 28th 2025,Thu Mar 13th 2025,Frankfurt (FRA) → Madrid (MAD),Madrid (MAD) → Frankfurt (FRA),Iberia
Austria,189.0,Tue Mar 4th 2025,Mon Mar 17th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Austrian Airlines
Austria,189.0,Tue Mar 4th 2025,Mon Mar 10th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Austrian Airlines
Austria,189.0,Tue Mar 4th 2025,Mon Mar 24th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Lufthansa
Austria,200.0,Tue Feb 18th 2025,Mon Mar 10th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Austrian Airlines
Austria,200.0,Tue Feb 18th 2025,Mon Mar 17th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Austrian Airlines
Austria,200.0,Tue Feb 18th 2025,Mon Mar 24th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Eurowings
Austria,254.24,Fri Feb 21st 2025,Mon Mar 10th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Eurowings
Austria,254.24,Fri Feb 21st 2025,Mon Mar 17th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Austrian Airlines
Austria,254.24,Fri Feb 21st 2025,Mon Mar 24th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Austrian Airlines
Austria,256.52,Mon Feb 17th 2025,Mon Mar 17th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Austrian Airlines
Austria,285.84,Fri Feb 21st 2025,Sun Mar 30th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Lufthansa
Austria,289.38,Sun Feb 23rd 2025,Sat Mar 22nd 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Eurowings
Austria,293.1,Sun Feb 23rd 2025,Sun Mar 30th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Eurowings
Austria,304.8,Mon Mar 3rd 2025,Sun Mar 30th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Austrian Airlines
Austria,307.98,Sun Feb 23rd 2025,Fri Mar 21st 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Austrian Airlines
Austria,308.48,Sun Mar 2nd 2025,Sat Mar 22nd 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Eurowings
Austria,311.1,Sun Feb 23rd 2025,Fri Mar 7th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Eurowings
Austria,312.2,Sun Mar 2nd 2025,Sun Mar 30th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Eurowings
Austria,313.68,Tue Mar 4th 2025,Sun Mar 30th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Austrian Airlines
Austria,314.78,Sun Feb 23rd 2025,Sun Mar 30th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Eurowings
Austria,316.1,Sun Feb 23rd 2025,Sat Mar 29th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Eurowings
Austria,316.1,Sun Feb 23rd 2025,Mon Mar 10th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Austrian Airlines
Austria,316.82,Mon Mar 3rd 2025,Sun Mar 30th 2025,Frankfurt (HHN) → Salzburg (SZG),Salzburg (SZG) → Frankfurt (HHN),Eurowings
Austria,317.96,Sun Feb 23rd 2025,Mon Mar 17th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Austrian Airlines
Austria,319.76,Sat Mar 1st 2025,Sat Mar 22nd 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Lufthansa
Austria,319.82,Sun Mar 2nd 2025,Sat Mar 22nd 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Austrian Airlines
Austria,320.24,Mon Feb 10th 2025,Sun Mar 30th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Austrian Airlines
Austria,323.1,Sun Feb 23rd 2025,Mon Mar 31st 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Lufthansa
Austria,323.48,Sat Mar 1st 2025,Sun Mar 30th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Eurowings
Austria,323.54,Sun Mar 2nd 2025,Sun Mar 30th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Eurowings
Austria,327.0,Sun Mar 2nd 2025,Fri Mar 21st 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Eurowings
Austria,332.18,Tue Feb 11th 2025,Sun Mar 30th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Lufthansa
Austria,332.94,Sat Mar 1st 2025,Sat Mar 29th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Eurowings
Austria,334.8,Mon Mar 3rd 2025,Mon Mar 31st 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Eurowings
Austria,335.2,Sun Mar 2nd 2025,Sat Mar 29th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Austrian Airlines
Austria,337.16,Mon Feb 24th 2025,Sun Mar 30th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Eurowings
Austria,338.36,Sat Mar 1st 2025,Fri Mar 21st 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Austrian Airlines
Austria,338.42,Sun Mar 2nd 2025,Fri Mar 21st 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Lufthansa
Austria,341.48,Sat Mar 1st 2025,Fri Mar 7th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Eurowings
Austria,341.54,Sun Mar 2nd 2025,Fri Mar 7th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Lufthansa
Austria,342.2,Sun Mar 2nd 2025,Mon Mar 31st 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Eurowings
Austria,345.16,Sat Mar 1st 2025,Sun Mar 30th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Lufthansa
Austria,346.48,Sat Mar 1st 2025,Sat Mar 29th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Lufthansa
Austria,346.48,Sat Mar 1st 2025,Mon Mar 10th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Eurowings
Austria,346.54,Sun Mar 2nd 2025,Sat Mar 29th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Austrian Airlines
Austria,346.54,Sun Mar 2nd 2025,Mon Mar 10th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Lufthansa
Austria,348.34,Sat Mar 1st 2025,Mon Mar 17th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (HHN),Eurowings
Austria,350.24,Mon Feb 10th 2025,Mon Mar 31st 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Austrian Airlines
Austria,351.1,Sun Feb 23rd 2025,Fri Apr 4th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Eurowings
Austria,351.1,Sun Feb 23rd 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Eurowings
Austria,351.1,Sun Feb 23rd 2025,Wed Apr 2nd 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Eurowings
Austria,353.1,Sun Feb 23rd 2025,Tue Apr 1st 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Eurowings
Austria,353.48,Sat Mar 1st 2025,Mon Mar 31st 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Lufthansa
Austria,353.54,Sun Mar 2nd 2025,Mon Mar 31st 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Eurowings
Austria,354.6,Sat Feb 22nd 2025,Sun Mar 30th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Lufthansa
Austria,362.8,Mon Mar 3rd 2025,Fri Apr 4th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Lufthansa
Austria,362.8,Mon Mar 3rd 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Eurowings
Austria,362.8,Mon Mar 3rd 2025,Wed Apr 2nd 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Eurowings
Austria,364.8,Mon Mar 3rd 2025,Tue Apr 1st 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Lufthansa
Austria,367.16,Mon Feb 24th 2025,Mon Mar 31st 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Lufthansa
Austria,370.0,Sun Feb 16th 2025,Sun Mar 30th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Lufthansa
Austria,370.2,Sun Mar 2nd 2025,Wed Apr 2nd 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Lufthansa
Austria,370.2,Sun Mar 2nd 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Austrian Airlines
Austria,370.2,Sun Mar 2nd 2025,Fri Apr 4th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Eurowings
Austria,372.2,Sun Mar 2nd 2025,Tue Apr 1st 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Eurowings
Austria,378.0,Tue Mar 4th 2025,Sun Mar 30th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Eurowings
Austria,378.24,Mon Feb 10th 2025,Fri Apr 4th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Eurowings
Austria,378.24,Mon Feb 10th 2025,Wed Apr 2nd 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Austrian Airlines
Austria,378.24,Mon Feb 10th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Eurowings
Austria,380.24,Mon Feb 10th 2025,Tue Apr 1st 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Lufthansa
Austria,381.48,Sat Mar 1st 2025,Wed Apr 2nd 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Austrian Airlines
Austria,381.48,Sat Mar 1st 2025,Fri Apr 4th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Austrian Airlines
Austria,381.48,Sat Mar 1st 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Eurowings
Austria,381.54,Sun Mar 2nd 2025,Wed Apr 2nd 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Lufthansa
Austria,381.54,Sun Mar 2nd 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Eurowings
Austria,381.54,Sun Mar 2nd 2025,Fri Apr 4th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Eurowings
Austria,383.48,Sat Mar 1st 2025,Tue Apr 1st 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Austrian Airlines
Austria,383.54,Sun Mar 2nd 2025,Tue Apr 1st 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Lufthansa
Austria,395.16,Mon Feb 24th 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Austrian Airlines
Austria,395.16,Mon Feb 24th 2025,Wed Apr 2nd 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Eurowings
Austria,400.0,Sun Feb 16th 2025,Mon Mar 31st 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Eurowings
Austria,408.3,Sat Mar 1st 2025,Sun Mar 30th 2025,Frankfurt (HHN) → Vienna (VIE),Vienna (VIE) → Frankfurt (FRA),Lufthansa
Austria,594.0,Sun Feb 23rd 2025,Wed Mar 19th 2025,Frankfurt (FRA) → Salzburg (SZG),Salzburg (SZG) → Frankfurt (FRA),Eurowings
Austria,594.0,Sun Feb 23rd 2025,Wed Mar 19th 2025,Frankfurt (FRA) → Salzburg (SZG),Salzburg (SZG) → Frankfurt (FRA),Lufthansa
Austria,594.0,Sun Feb 23rd 2025,Wed Mar 19th 2025,Frankfurt (FRA) → Salzburg (SZG),Salzburg (SZG) → Frankfurt (FRA),Austrian Airlines
Austria,594.0,Sun Feb 23rd 2025,Wed Mar 19th 2025,Frankfurt (FRA) → Salzburg (SZG),Salzburg (SZG) → Frankfurt (FRA),Eurowings
Austria,615.0,Thu Feb 20th 2025,Wed Mar 19th 2025,Frankfurt (FRA) → Salzburg (SZG),Salzburg (SZG) → Frankfurt (FRA),Lufthansa
Austria,615.0,Thu Feb 27th 2025,Wed Mar 26th 2025,Frankfurt (FRA) → Salzburg (SZG),Salzburg (SZG) → Frankfurt (FRA),Eurowings
Austria,615.0,Sat Mar 1st 2025,Wed Mar 26th 2025,Frankfurt (FRA) → Salzburg (SZG),Salzburg (SZG) → Frankfurt (FRA),Austrian Airlines
Austria,615.0,Thu Feb 27th 2025,Wed Mar 26th 2025,Frankfurt (FRA) → Salzburg (SZG),Salzburg (SZG) → Frankfurt (FRA),Eurowings
Austria,834.0,Sat Mar 1st 2025,Sat Mar 15th 2025,Frankfurt (FRA) → Salzburg (SZG),Salzburg (SZG) → Frankfurt (FRA),Eurowings
Austria,859.0,Sat Mar 1st 2025,Sun Mar 23rd 2025,Frankfurt (FRA) → Salzburg (SZG),Salzburg (SZG) → Frankfurt (FRA),Lufthansa
Austria,860.0,Thu Feb 27th 2025,Sat Mar 15th 2025,Frankfurt (FRA) → Salzburg (SZG),Salzburg (SZG) → Frankfurt (FRA),Austrian Airlines
Austria,860.0,Thu Feb 27th 2025,Sat Mar 15th 2025,Frankfurt (FRA) → Salzburg (SZG),Salzburg (SZG) → Frankfurt (FRA),Austrian Airlines
Austria,860.0,Thu Feb 27th 2025,Sat Mar 15th 2025,Frankfurt (FRA) → Salzburg (SZG),Salzburg (SZG) → Frankfurt (FRA),Lufthansa
Austria,861.0,Sat Mar 1st 2025,Mon Mar 31st 2025,Frankfurt (FRA) → Salzburg (SZG),Salzburg (SZG) → Frankfurt (FRA),Lufthansa
Austria,862.0,Wed Mar 5th 2025,Sat Mar 15th 2025,Frankfurt (FRA) → Salzburg (SZG),Salzburg (SZG) → Frankfurt (FRA),Lufthansa
Austria,862.0,Sun Mar 2nd 2025,Sat Mar 15th 2025,Frankfurt (FRA) → Salzburg (SZG),Salzburg (SZG) → Frankfurt (FRA),Lufthansa
Austria,862.0,Sun Mar 2nd 2025,Sat Mar 15th 2025,Frankfurt (FRA) → Salzburg (SZG),Salzburg (SZG) → Frankfurt (FRA),Austrian Airlines
Austria,862.0,Fri Feb 28th 2025,Sat Mar 15th 2025,Frankfurt (FRA) → Salzburg (SZG),Salzburg (SZG) → Frankfurt (FRA),Lufthansa
Rome,150.77,Sat Feb 22nd 2025,Fri Mar 14th 2025,Frankfurt (HHN) → Rome (FCO),Rome (FCO) → Frankfurt (HHN),Eurowings
Rome,157.2,Sat Feb 22nd 2025,Thu Apr 3rd 2025,Frankfurt (HHN) → Rome (FCO),Rome (FCO) → Frankfurt (HHN),Eurowings
Rome,157.2,Sat Feb 22nd 2025,Fri Mar 28th 2025,Frankfurt (HHN) → Rome (FCO),Rome (FCO) → Frankfurt (HHN),Lufthansa
Rome,157.2,Sat Feb 22nd 2025,Fri Mar 7th 2025,Frankfurt (HHN) → Rome (FCO),Rome (FCO) → Frankfurt (HHN),Eurowings
Rome,157.2,Sat Feb 22nd 2025,Fri Mar 21st 2025,Frankfurt (HHN) → Rome (FCO),Rome (FCO) → Frankfurt (HHN),Lufthansa
Rome,157.2,Sat Feb 22nd 2025,Sat Mar 29th 2025,Frankfurt (HHN) → Rome (FCO),Rome (FCO) → Frankfurt (HHN),Eurowings
