room_type,price_per_night,total_price,hotel_UUID,price_UUID
Double bed,170.0,3230,e1bb30c3-d854-486d-a658-359c77ab60e9,d624744c-c33f-475e-a383-cc89d1e78311
Double bed,95.0,1805,e9c90b65-aa47-4686-ba2c-b5018b851305,721ebb77-601e-4334-a4ac-e70c72aed29d
Double bed,296.0,5624,d1e6d3b5-ca4b-4277-a318-68e19a788c37,9aca0380-ea46-4c9f-b81c-08b5f106a49b
Double bed,336.0,6384,61b0d245-076d-4f3c-9beb-c5487facf2dc,be53c8b0-ddc8-409b-b79e-93d4093d20fd
Double bed,310.0,5890,b6a5460b-9b19-43cc-89d5-e46351817ad3,651f3471-8426-4d6d-b43c-c4e7b408d257
Double bed,164.0,3116,280ea8ce-4cfb-4664-a87b-e6f0e029fca4,b1e0eebf-4043-4a4d-ba5e-73eee6465c23
Double bed,341.0,6479,8d9595ca-4efc-413a-8e2f-c1c758c912ae,97d0edbd-de4b-4f4f-91c1-18f6d6ac447a
Double bed,1210.0,22990,4a7cf4a5-a159-46e0-a2e5-b7be1ecfd52a,b0a0f44a-d539-43fe-8a43-425e14df8470
Double bed,270.0,5130,749c3f3e-09db-42a9-a2b2-8655d96f7f9a,1e8e85c3-d709-4a1d-a802-00bd8e155c96
Double bed,275.0,5225,7a47aabc-3ad9-4000-b904-e5380960dd6f,6a55c3af-f932-45f5-9e89-652714af86dd
Double bed,127.0,2413,3d033168-244c-4fa1-abc9-e9449504d471,6df6654b-31d5-4a23-a16d-afb44aeb65e9
Double bed,198.0,3762,ebeba7f3-7378-4bc1-b09f-1178ea0caece,edb9e87e-9117-49ed-bbca-29442d05c780
Double bed,340.0,6460,0f1c3efa-a159-4177-8acc-f76377015cd4,99f7e49c-3600-46b5-a8f6-8bbcf7823a09
Double bed,304.0,5776,bf5c5dbb-38f7-40ed-a076-a5b3023ae5f1,c2dd520b-ff82-42f2-8d5b-d671e0e518fe
Double bed,346.0,6574,576ef4e7-6f7a-4a19-b3fc-9b00b9e06915,6fca8b19-dd9f-4e15-9b91-fd2633a1184d
Double bed,376.0,7144,d01135d9-413a-43f8-8597-1897fb15b816,543237e4-baf9-44d3-b3b9-46cc3175cb2d
Double bed,495.0,9405,5a8690ab-616c-41f6-8f27-c72632577a8e,aa0d70d0-af9d-41f6-b02d-8c237f8219f9
Double bed,280.0,5320,db0f855a-2d9d-42b2-9481-dcbbf0ef5697,d6b28a87-1860-4bc0-b7e8-87cca151fc35
Double bed,166.0,3154,00cc2e75-a602-4f19-af5e-5209385ad0a0,b392c10d-1343-4efc-839d-1fa29cce79d9
Double bed,217.0,4123,7ad76bc2-6dee-453a-a016-fabb127931eb,0f592710-e6e5-4ca8-bb17-41c54c756aea
Double bed,207.0,3933,30247863-9b92-403d-b8f1-73ba6dd9d220,85b1ad1e-0e8e-4243-afd0-b66fefc6d34f
Double bed,100.0,1900,5f19f8ff-8c64-46f4-8183-d007adbce369,2f337512-4f65-4d60-b36e-ca099ea222ee
Double bed,104.0,1976,7ba99f78-a652-4a31-bb2b-4b601f13b7d8,db632178-81f6-4c17-9db5-61974051a13d
Double bed,217.0,4123,74fd9ada-5560-460f-b6f2-7a8630149a8b,185e4db5-cb17-4a02-87de-9e956337884e
Double bed,94.0,1786,81f9af2c-0061-4766-8b5d-4dafa3226e59,c8535a64-c1b4-4fdd-9f86-483ade91c8aa
Double bed,58.0,1102,c5f5acb2-44eb-484e-883f-0f294fd385e5,7882dd91-1aa0-4965-ade1-9de55d30f58b
Double bed,44.0,836,f13eb04e-fcbb-4c31-9b44-89de0843ce05,e5c64aba-098e-4b97-bc4e-e366fd4eeff6
Double bed,120.0,2280,3efb79cb-fdf3-4d33-91f5-65473a93dcba,a32e52ec-19ae-4d6b-90bc-e83e5895f861
Double bed,196.0,3724,ae0387fa-852c-4a25-ae0f-714e9cc7fc0b,6ec1353e-3952-4769-88c1-c3b6a08199dc
Double bed,84.0,1596,6957e865-3013-4a2c-b320-fc7edd0c496c,e1009b9e-91df-4d5e-837b-83c08c241c44
Double bed,78.0,1482,45a53e5e-5a04-4e4d-b0a6-4bcb8b7880a9,bcc7b101-56d3-405b-80a2-2822a0e8c3c4
Double bed,91.0,1729,70ba6b86-c6c9-4620-a8c4-40b97e21108b,a37aba32-c8f0-4d79-8504-dbcea2ab9a95
Double bed,208.0,3952,5c921c87-b893-4001-b4ad-fdc9e7e3e8d5,680d8385-11aa-4858-a8af-2548e4dfba8a
Double bed,210.0,3990,27c4d330-e3ca-4541-b229-4a882d87f602,d8e17292-abe1-4634-a2b2-4813b72af7ba
Double bed,247.0,4693,e2aa1c2f-a2ba-4a88-953a-e0f5292956e8,0295d2a4-ce54-4037-bcdd-e96714b10eb0
Double bed,156.0,2964,079ddf5c-b9b5-4de3-8347-fc0fc2972556,c3718647-f888-4e96-ae6a-7082199a1580
Double bed,86.0,1634,6ae1dfd5-7b75-4df3-af4b-1fb81429c090,51f563c7-72f1-43c0-819b-99067dee2eea
Double bed,118.0,2242,2227ae4d-f796-487d-a544-eeccb63fee6e,1193a934-ae73-4592-9eb2-4e06bd8c0bb6
Double bed,391.0,7429,2b6be396-36e1-4375-92f0-3351dd3aedbd,5a976a46-003a-4819-a332-e34eb4edae4f
Double bed,98.0,1862,831c9c73-1a0f-47e7-bd8f-783127e9b4e6,19df6aa3-7de3-458d-93f2-718bd9027953
Double bed,249.0,4731,28d5b2f9-6842-4159-a85e-1a2d4a78c28a,c4637f15-b09a-4311-806e-2c01d0202907
Double bed,96.0,1824,d10e180a-dacd-4c99-acd4-cb101e910621,d6a2881a-c001-4bb1-90f5-fe31bd55cb3d
Double bed,166.0,3154,f9479201-eff4-44b3-bfdc-551371706903,7d1ced55-1bef-4313-9916-b7abf7e9205a
Double bed,223.0,4237,aa3c18ea-e408-4cfe-839a-89480b6d1df3,a0024306-2a2b-4e98-9ec7-71ef96678206
Double bed,187.0,3553,a7e6021b-ccb0-4226-9752-9fde73a9f3f0,76153374-a77e-4b8a-983c-bb222eb0c69a
Double bed,285.0,5415,bd7f078a-19ad-4688-9188-aa6f9eb8977b,7ef59462-dc8a-4679-9b77-3eb965adc603
Double bed,297.0,5643,fbe69d05-f461-4d14-96d5-f3ed60458bd4,93fbeaef-07c6-4ca5-bec7-872770c6871f
Double bed,270.0,5130,17ccd36c-ee08-4fda-972c-f507b5d14798,593756e5-63eb-463b-9f47-f7c23b65bd02
Double bed,222.0,4218,4db49320-878f-45ea-97b9-3ce25f77c5bd,11dd27b7-c268-43e3-a788-7cd070a12efc
Double bed,252.0,4788,8d86ad71-fc7d-4cd7-8913-63434c7d85d8,5f779823-f894-4975-9e99-7a219f2c4134
Double bed,300.0,5700,6e75c49f-cc3c-4b32-9041-8cfb5285fa99,482ca7c2-84f9-4fb1-9986-13898fce95f8
Double bed,356.0,6764,62257112-a8c1-4d83-8af7-3cd255583524,eeeeda1d-3f92-49ad-846f-796d209a7507
Double bed,339.0,6441,77a07cb3-c522-4647-af25-e5471436dc77,5a6cc660-2047-4bb4-b1d7-450d2e502862
Double bed,211.0,4009,b2a057df-2891-4745-adbb-d2295f352ec1,413a2911-7fe7-41f7-829d-b545c60e51bc
Double bed,104.0,1976,316e5b6c-d1ef-4fb2-9372-05f29ee25b9a,8235a176-cf94-4c92-b3ba-33d894d074be
Double bed,235.0,4465,09e10e40-7e51-43d6-ba42-27031239124b,c97ff11c-cbaa-4cc2-b3a2-4e530e71c675
Double bed,143.0,2717,1815b1ee-a308-4201-b6ae-fd5fcdf2ff45,5a5f6ff5-528c-41c4-a611-9e0c2c7b1a78
Double bed,260.0,4940,50a50517-0141-43e5-8e00-96f6e62a187f,ebe6524b-57c2-4b47-a946-6c331a8611a4
Double bed,269.0,5111,2169f22d-6e04-4997-95e5-a102ac8a4264,7673a5f6-de64-40bc-89d1-faa0c700f21b
Double bed,186.0,3534,454064ea-7b8e-4bf4-8e17-8ad92d27d8ac,63db0d76-84e0-4ae7-b414-b8cfcb4a4500
Double bed,263.0,4997,adb00ecd-2e1a-44d9-843a-9e595573b0cb,0354a17c-a399-45a0-a4d7-6d8d90b3bf14
Double bed,125.0,2375,b4d07adf-f669-4f70-ba69-e0e8bbd4245b,971d4855-2a3a-4b63-8751-0602c9cdd65c
Double bed,286.0,5434,ddc76294-f314-45ca-93e9-ee5585c58c80,cf78d98a-1098-46d1-8623-4763c6b24c2c
Double bed,143.0,2717,7ec682a4-ed5e-4056-88b1-9f44db846e33,794b2b92-6408-433e-976e-f62b9ba84623
Double bed,212.0,4028,b7845b70-7ed5-464e-881d-6c7575ee163c,5d93dc6d-5e81-4198-a5a7-a3d74a9611d7
Double bed,345.0,6555,ec762892-afc6-4061-8294-eb52bfbb252f,e76f0e2c-d8ec-45e8-8a93-8feb3eef5f21
Double bed,173.0,3287,fd33d11a-7882-4986-881d-b2fd396ebd53,52f4d2ad-ad52-4cb2-8210-826e27513ac9
Double bed,138.0,2622,aba49381-af32-4d10-a283-48f31acb1cf2,d8c204b4-e0d9-4db9-9bc1-6fffa598a4cf
Double bed,260.0,4940,90ec6d3b-2822-43c8-ae93-0eba50735ad0,6abc235b-4497-4d52-8a01-e564ee432e66
Double bed,284.0,5396,c464d7b4-e1ab-49a9-ad6d-90e0d48843f9,bcce030b-da41-40aa-bc68-47b4fd792df0
Double bed,241.0,4579,97f44d86-d4c8-4ec2-bd65-ef3a57c475b5,193ccf69-1a87-493f-9343-29b502fb98c4
Double bed,304.0,5776,c0fd7abf-5349-43bb-8456-94ff5f2205de,70c2d670-98b2-4342-bd3f-65388eabc3b0
Double bed,244.0,4636,2f0ebc63-a6e9-42fc-8132-ea85ae595797,8314cc6b-6b03-43cd-9dc6-fa82a37cce32
Double bed,192.0,3648,86cd7dde-d049-4f66-b603-c54c509acf6b,53b17bd8-9a3e-41cb-9f49-0f6eeac22f37
Double bed,338.0,6422,5629490a-d9b2-44a6-bf53-d05c0486a444,877a9402-5957-41bc-bc00-34da922d5e95
Double bed,199.0,3781,656c008c-629b-4d3c-9cf1-f0fd0b452a69,8e724329-e73f-4519-ad7d-433fd326250a
Double bed,165.0,3135,a12846c1-989c-489d-bc83-7de7ca5664f3,33f4b4ad-2081-4f54-9731-e9ad2f8a951d
Double bed,250.0,4750,d3ad411c-05e8-4738-93bc-2ede233f5534,c59361c1-13f2-4431-9f0d-930999a41a55
Double bed,156.0,2964,5616d2ef-b745-499e-a6df-1d6e25571208,e1dd450f-f627-4969-ae1c-ecf3e7c69c86
Double bed,252.0,4788,71c2a0c7-0129-48a1-ba33-87169cd38c79,590e90d9-f127-4822-af25-233fbe7bf369
Double bed,217.0,4123,ea0c4b5b-e3a1-4886-a9cc-1107484266e7,953214eb-5831-482e-ab42-d325e1a1dc3d
Double bed,452.0,8588,86d5c30e-6774-4e43-a023-f810eda43107,0806c435-04fb-401e-af00-1436b48275df
Double bed,236.0,4484,8f12f23f-c2ee-4c9f-b0f7-84c82a48924b,94588bdb-c8a3-439b-a626-fe7c068b5416
Double bed,217.0,4123,714dbf9a-8d13-47ff-95e0-687728a5a7e5,f609fec2-28ee-49c4-82ab-a1461b60dc12
Double bed,193.0,3667,676a82e2-18a0-467f-a26f-7008c3ea89f9,cdf8243f-0f8d-4a0a-bf25-67e5c6c3caa9
Double bed,217.0,4123,2b34465f-a8de-497c-ac1a-25dca59c63c9,73ea58d6-8b65-41df-99d8-8edea9e4826e
Double bed,243.0,4617,f99e313f-7bf7-4411-b506-b03ed02dae7e,9d371b2b-87c5-4957-ad6a-7398a0f00d02
Double bed,217.0,4123,01e131ea-e3cc-4ba4-af83-f600f03e3994,7ce53b9b-3741-48da-ae20-a5747d2a190e
Double bed,267.0,5073,b14e4f6f-2de5-4a49-9ffa-cca1b16a6c20,3f2dc9b4-2190-4c77-bf8c-8a5cbc49e341
Double bed,132.0,2508,13351e23-6866-4745-9bfd-8e40fddcc543,0ad970c9-a595-4d46-838f-fe1714b64257
Double bed,260.0,4940,a96f2a5d-2d4f-42a7-a538-217aac5f3476,ecb38ae9-c2f2-4974-9b30-defeac36398f
Double bed,225.0,4275,c4826a81-7352-41c8-84b1-16e6371b76c0,02359679-112d-4901-94c6-942d47a5dbc0
Double bed,91.0,1729,22c5054b-2b3c-4388-9523-cae273be13bb,dc1494f0-22e3-453d-9301-f55ba7b8eba0
Double bed,252.0,4788,d16073b8-c722-430e-bf1d-135a92212ecc,87e00081-55dd-4448-bfc8-e388cc1d6409
Double bed,321.0,6099,e8ce8b25-513a-43ef-b646-b0c6772c7ccf,f5ba8146-0f89-4547-b968-4db054f8fd23
Double bed,260.0,4940,5498bba2-60e1-401a-b17c-aef5699466ff,2e51335a-6b76-4b6d-af25-16eeb6aabb7c
Double bed,338.0,6422,51751aec-4be1-4889-9965-0944acc5e4c9,a83b0dc6-7102-4c28-a43e-41cd9e49c157
Double bed,241.0,4579,529f27a3-1ec6-43d8-9646-c1c32559e317,89c20175-1ea9-4545-b753-d43e6470a657
Double bed,252.0,4788,2fa589cf-7c8b-4327-8b07-9a80c4e0a3f4,58f2ec6d-05cc-4349-be49-1095195bbbe8
Double bed,303.0,5757,4dc5272f-1189-4770-832c-7e56ae35cb05,5a8d5c94-908c-4be7-8672-4809fadb8d18
Double bed,583.0,11077,792b4f11-f4e7-40e9-a15c-63ca9fa097c5,e2938b5c-3dc1-424e-9fa9-1ce80ad0749b
Double bed,128.0,2432,c228e697-dd77-4e24-9dd7-a2216b0590f0,a585a99e-8049-425c-8499-8b04674ec96c
Double bed,461.0,8759,839e7394-69f5-4d39-a29f-752febb052e1,7febdf82-af98-4314-bf5f-6d1d86a2297a
Double bed,272.0,5168,35c3db0d-cb87-42b0-b206-a57bc46a23f9,14ea9a7c-ecb8-44e2-9c5e-2e8e70ba9073
Double bed,95.0,1805,9b2b693f-5cde-4d12-9ed4-bd1811702f3b,6b39f2ee-ce85-47a0-9693-d39356c85a71
Double bed,125.0,2375,f594c4f5-2263-4d9e-8968-47ca64ada18f,4dd0a95b-710c-448d-87a8-94116cd01d0a
Double bed,565.0,10735,da76285e-75bd-4999-a4e2-3dfb20d5195c,1aeeb197-27f8-4f06-82e8-679f505f262a
Double bed,269.0,5111,5c61c561-bd94-46d1-845f-8ad71aba81b2,57786dcb-8d7d-4a5d-ae5e-9a6c8ab25403
Double bed,200.0,3800,d6b086d2-7076-442b-974f-440bf0f2947d,1d5923aa-dc36-492a-a0d5-e3f7fc7ec669
Double bed,398.0,7562,3a64960d-bbb2-4044-82cd-478adfb6912e,64fa1d46-9bfe-4071-addb-3b7e0442bbf2
Double bed,217.0,4123,42c3cf3d-7eca-4e42-96de-c989ebed2424,7f74b7ab-7638-43b6-add7-833c43746e1b
Double bed,213.0,4047,a2467d13-954f-447b-b5e6-6e460931d9b5,3a7fed09-6fdd-4ac0-b3d4-654fa5032b89
Double bed,61.0,1159,4a1e4627-71d5-41ff-899e-0450dfc71140,7036fe20-ecaf-4adb-9335-0eaf771cd708
Double bed,273.0,5187,c9b10166-cd90-4bc9-b85c-75a279dcc638,f1009ca1-7fc7-454a-b8c0-d3e0f4c7f584
Double bed,165.0,3135,197a15e7-71c8-4778-8df7-461d9dbbb7d0,059367e3-a42a-4f86-970e-425c8720a3fc
Double bed,85.0,1615,1918dde9-0116-4664-a65c-49ceca620ecf,e894fea0-f39f-48a3-962e-0af9269464dd
Double bed,37.0,703,8fd4649e-ba29-4ca5-9141-eb54e65dcc1c,f9c5510e-4085-46c5-bac5-b1b4e5740f08
Double bed,51.0,969,a47e77be-48be-4bcd-a172-0e38ea69edef,2212d6c7-5873-470d-a521-d2ad943ef5a0
Superior Double Room,156.68,2977,67554425-2cb7-4a26-b8d4-d5f4bc158378,e0caaa6d-c020-4d0c-913b-bc698613ce03
Melia Double Room,362.89,6895,01202113-38fd-4f05-8d24-b6ccd275e08f,50ca9c2a-a61c-42a4-acac-794d6ce23be5
Classic Double Room,311.05,5910,dc9ce6ff-baff-43c6-9eb4-47173ad85ccf,cf20016d-9c13-481f-80b3-8f39e14d97e3
"Deluxe Double Room "" La Dauphine""",387.47,7362,6b733097-9f85-4914-82c3-f942b2694cc8,3a2391de-c938-45f9-a97b-ffc5eba491ce
Classic Room,384.63,7308,275c892b-0517-4054-9571-c6a2fd1b6580,4c7da324-d25a-4cbd-b7d9-672f06bb0d47
Superior Apartment,334.68,6359,17ca5d54-84c1-453b-9119-af2921d478c9,01c4240b-09ba-4eb4-8bad-9a970da60aed
Comfort Double Room,273.0,5187,ab6f3915-82b6-477f-a5ca-b38d2b05ff21,2f32259a-bce6-4c7b-b8f1-441e14ab4bdf
Triple Deluxe,221.0,4199,856684ef-6bbb-4120-9869-94ef5756db4e,d00af144-c5d1-4011-afb2-7efe28ef6b67
Superior Double or Twin Room with Sauna Access,407.95,7751,b58402a0-3c3f-4d42-9520-fd0ec85d6d29,eebab3e2-3545-444a-812d-ecd3cdc0f290
Classic Double Room,202.47,3847,56e97850-a462-4af2-8d35-2ebd347a8f59,673efde2-3f8e-4cb6-85f1-6de04ca21baa
Classic Double Room,269.47,5120,2c9bfbde-1142-47f4-a4ab-8b961090441b,4ff120e0-8aae-4ad1-91c8-523e703680c6
1 bedroom Apartment Premium 4 people - 131 ft²,284.79,5411,d256dfb6-c989-42d4-922d-12d2aac674c5,978a8979-2d32-4308-aab9-761b2081a695
Classic Room,167.84,3189,53d316af-5ba6-45df-ae56-1612f8cf56c6,1d5230c5-7ece-4988-b6b9-e4011e6dc623
Classic Double Room,371.32,7055,6d995ee1-4ae3-4e67-bca0-7c6355da366a,20865ceb-b775-4bc7-b6cf-d454729fcce4
Superior Room,437.05,8304,04ce0d3f-41f6-4a69-964c-2c4ef4a0894c,629109a5-e519-4f57-862e-b607b6b13fb2
Deluxe Room,340.26,6465,b592f1a1-9ea1-49ca-9475-30629b0a40b0,6268369d-f385-4f54-9476-73316900a886
Apartment,300.74,5714,4ca2dd3a-d0cd-4dcd-a7da-f1dcf62a1d97,dd8c1032-50a8-4a92-bb3e-77894ae92ebd
Double Room,212.89,4045,2a0c2466-b846-47a9-acb3-2b319cf6151f,b927e99e-d2d4-461f-9b43-6ebbde875c29
Classic Room,292.58,5559,2c8efbd4-9507-4b1e-801d-e5c108e9b8e9,9acc398d-9d77-403b-b2f5-bbfc2b0744b1
Superior King Room - Afterworks,447.42,8501,15354284-703e-40e2-bce2-80c73f58dd29,417f91dd-aab1-4347-b5e3-dd488da6ce09
Classic Double Room with pool access,247.05,4694,8b7b425c-ead8-49f8-94f0-258a077d7927,5c3ff503-9e65-40ec-89a5-315b897dfac0
Classic Twin Room,201.11,3821,a11de790-5814-4b06-9c80-fee700b1aa8c,b07b4b01-6476-4490-b51b-b81b657d0467
Double Classic,325.74,6189,615f26d4-30df-4246-a198-2454b8efa283,3857a4bb-056d-41dd-a083-98121e880e86
Studio Deluxe - 20m2,222.58,4229,d4592da7-50f0-4da1-93e1-199020df31d4,14b86cf7-e952-44b7-bc7b-0fc54916ccf4
Family Suite,399.05,7582,ee468bcc-5acf-4eee-bcfc-a23a334c2dd4,2445d596-3770-49fc-ba48-e7edf05fdcbd
Twin Room,217.53,4133,372b1e48-5b82-4abf-9f82-374aba4a0e61,54724dc7-ba4d-48be-9ce4-f53db04e7cba
Cozy,402.32,7644,aa44b778-7165-481a-b20c-e2d0dd7414dc,6b1cd209-60bf-4453-823b-9f844f398750
Standard Double Room,235.32,4471,5e95e0ab-6b99-4225-906c-77f9799ab8a2,4ad10e13-edc4-4052-ac01-0e2488448ff7
Classic Apartment,430.37,8177,e474e611-b032-4884-8fe2-06f4ea46fe98,bb645667-853b-4ba0-b3cb-4f1e81abb26c
Superior Room with partial Noter Dame View,568.53,10802,3f570f19-2bdb-4905-ac95-0dc89c07fbd7,77d4ed8e-7f4a-40fa-bfab-de60dbe8e3fc
Double Room,204.74,3890,75055c1a-1c88-4b52-b585-01392e4640b1,d746a6a4-7ca9-4666-970d-c9f019866609
Double Room,111.95,2127,4f15201c-83d1-4cd9-8448-74fccc9fa275,70a44c5b-0325-42b7-8d5c-f4912ece3ffe
Queen Room,171.84,3265,b4b563aa-3dd8-4a4f-9289-29579427ec66,f15070bd-96b6-4e76-acf0-c98302c80d96
Double or Twin Room,207.37,3940,e64db74b-1cbe-4b34-bd50-f79d87663e88,1fbe8eca-1d06-4ec7-80ba-7fa8a7470db8
Classic Double Room,222.63,4230,9b7db612-9005-4b3f-9c17-0c4270a00354,57bcb440-66c6-4d9b-a652-d9e843e8eeb2
Double Room,217.47,4132,88ff86f0-34c7-40c9-9e95-22c55d176b28,33b02b06-3f91-4ffd-96f4-d5a324eb45a4
Studio (2 Adults),143.95,2735,c376dfd9-81cb-497d-b704-b70ce05ee2b4,349ab555-c074-4ca0-9caa-4e350a5ce70b
Classic Room,201.05,3820,c236a877-236a-4e02-b150-b79398d2bba3,f1241c78-ced5-4dc4-a17b-caf7322875b2
Comfort Double Room,146.42,2782,4e2cbac3-b0ba-4aaf-87e6-f8183562d07b,7569f0a2-a0c2-45ab-a163-6cc377df0e7c
MEDIUM Twin or Double,379.74,7215,1b750844-1600-4c58-b873-b7819bc645e4,f9eba15f-3750-4420-b134-108767a38d08
Classic Double or Twin Room,136.53,2594,40632299-decf-403d-bb56-be2abc3d4dcc,76b4b462-aa52-42a4-9a86-026a3c799418
MATISSE - Two-Bedroom Superior Duplex Apartment,719.21,13665,b1659ed3-5351-4e8f-9ea7-fac983174559,a5eee194-e27f-4026-8555-64a5403968cc
Classic Double Room,224.89,4273,b02cce9b-cb34-4688-839f-345049b9c97d,74c3a9b5-f446-42ae-bb2c-d81b7bf3b60f
Classic Double or Twin Room,346.53,6584,676ac1db-7d34-480f-b617-1f12e779903b,ba45c323-105e-4862-8fa0-c9c776f9782f
Double Room,146.84,2790,44083545-681b-48db-9a7a-2080d794fa84,51a5646f-f9b2-49bf-9cad-4781c1169374
Double Room,216.21,4108,692354b7-2249-4619-ad34-9ab4b70aa2ff,7274c866-a0ba-4aa1-a27b-cd19394d5f03
Twin Room,96.37,1831,d6b439c7-5b69-41a2-96b8-7bc53d492ec4,6c81ad8c-33d1-4c1a-903d-2dacac9a0d14
Superior Queen Room,264.89,5033,d0c2c7e8-f667-41c1-938b-2ddefeb87353,2afb025d-a5c6-4d24-9841-676e817a97f9
Classic Double Room,313.0,5947,29274b1d-d585-439d-a405-e41c833b2821,9b915c7a-403a-4756-907f-61bd7497295c
Deluxe Double or Twin Room,163.21,3101,904d5fe6-cedd-49d8-b317-45639520f0fe,3f3b2d5e-6b14-40ee-b8e0-5117102ae151
One-Bedroom Apartment,192.58,3659,089118ea-f159-406a-b118-51ae2bcfe76a,1005a025-3442-4a17-a638-916f0feb9ff8
Large Double or Twin Room,444.74,8450,c2d184a3-b810-463e-994c-1b57226085f4,c7398f8a-ab1c-482c-84b8-b8e997aed9fb
Superior Double or Twin Room,178.05,3383,3a1a6c0f-2419-45a8-a8a2-388857ddffcd,33639723-756a-497c-b286-9a4e527e8bd3
Deluxe Double Room,307.47,5842,aa81967f-b7c1-4610-8fbd-56930e55dca2,f4a7e5ec-d518-4a28-9e90-50a3306e2a8b
Twin Room,249.47,4740,320cf491-524a-4ba4-a888-3824c8ec4351,4af10f08-3049-45ae-8dbb-3c2edc5fca34
Double Room with Private Bathroom,72.11,1370,80589597-cfd9-4421-8fc3-a5a833f66c1c,d63161e8-46b8-4fe7-a520-68b275f80377
Double or Twin Room,256.05,4865,ef0e1eac-e262-4d50-95de-718b8e6066e6,38805e77-80f1-4b50-86bc-47be7b4c8195
Senior Suite with Spa Bath and Sauna,250.26,4755,0a867129-8e24-4bbb-99ab-c522a9bd4838,04601ed5-e8d7-4853-8120-48c5fc11cf0c
Tent,55.79,1060,2ecf3088-5cf7-4fe2-afb1-edab8ea8cbdc,6ce134d0-8fc1-426e-8ce9-1ec7dbc33d87
Comfort Quadruple Room,329.47,6260,d1be3fc9-f10b-47a1-af05-f850f16dc75d,d773c9d8-7572-4304-b0b2-e72dc957735e
Double Room,221.47,4208,e3852d19-9aca-42a5-8906-d71409c28d89,634aa3a3-f910-4242-a116-efc3e8b35146
Maisonette,249.84,4747,e9a22de7-f68a-4211-b3ac-fe2dd2c4f496,ba8b2707-4133-4611-92ea-8b50502ba446
Junior Suite 2/4 Adults,438.53,8332,f65e3331-464d-48f5-b9da-1703d04bc3f4,03aa5764-140e-41ad-902d-0b94e4230fc5
Superior Suite,235.11,4467,0b72b6b3-6c92-4b66-b164-56b40c553245,b51e22eb-8cb4-48d2-86b0-7123e819c3a6
Superior Double Room - Attic,194.26,3691,64211242-1e69-4f6a-a2b6-7aef2b6d5b54,fd45f1f7-d98f-4597-8043-19f9e71dbd1b
Junior Suite,445.84,8471,437a95b8-d153-4ab1-8e24-227a6d29ea8a,c619fd4e-1506-4bfb-8660-21b27b65f63e
Executive Suite,310.95,5908,c285172a-163b-4643-81d1-745d9c269d04,9a8379f6-a52b-4239-91c1-fe812dee7618
Quadruple Room with View,320.95,6098,a6fcf38a-3afa-4945-8c94-f3898fd1dc32,36ff1b29-5147-44d0-82de-adda5c0294ff
Double Room with Spa Bath,317.26,6028,bb6caec7-38a5-4435-ad18-04eba0763e4e,62984034-0dbb-4f53-adf6-0639d56ad9fa
Deluxe Double Room,178.58,3393,1af11835-45aa-4cd7-9228-04f3f22fda1e,3be5a956-48bb-4e34-b601-1b004840341e
Double Room,236.89,4501,7762d6c0-f9d0-44b2-878b-59cf1418f5ad,7b6bbea2-dec2-476b-8e7c-70ac64a5c9b9
Superior Double Room,297.26,5648,14c206d9-9998-4f2e-bd7e-83adcbd871a8,bbee2956-eaf4-4944-8698-87cbcf83d443
Deluxe Double or Twin Room,214.32,4072,929b70e7-94c9-4e79-bf83-d81b5ad86cac,f9b94fdd-4a79-47a2-b2d1-8ffe7af4dbed
Superior Double Room,479.37,9108,fb6a19d6-c80e-4031-b2c7-ce93952516a7,557e048d-152c-45d8-b44d-7fabd6ced694
Executive Suite,321.74,6113,9b7ecc93-6814-4570-8cab-6a69ed3ba765,c1e41f91-181d-48f1-a9dc-ba7da1e0c9ca
Deluxe Triple Room,348.0,6612,a63dc806-97c3-479c-b47e-48028da56cdc,df427971-bfaf-4285-9962-dfb883cb9fb0
Deluxe King Room,334.11,6348,1e17f9dc-189b-4eee-b325-0db4886d64d5,19a909fe-06a3-4eaa-b0a5-bcf9ab4c05e1
Double Room,109.26,2076,9786378c-1c1b-4218-ae93-23661b49a317,576a5404-607b-47b1-946e-0f420591be9d
Superior Apartment,399.11,7583,00934171-3c4b-496b-9caa-d2da82fe01cd,a2ff1a60-345d-4415-9dec-3d82214835d7
Superior Double or Twin Room,402.84,7654,c6280a1a-5d7c-4f1b-8687-0a0a0e61c707,3c20ed35-80f1-4e9a-a7f3-fb752d9385aa
Suite with Sauna,191.95,3647,0dc249c8-a9a6-4705-b39b-49894ca57c75,d5c595d1-50d6-4a28-ac98-333d173e3b1f
Superior Double Room,401.05,7620,3616d971-1cde-423a-bf6f-689985e3583a,263391c5-d95b-4bc2-a829-accf62624a50
Suite with City View,203.37,3864,88c4d31b-0fbc-4f71-8647-7a10d1f6ae8b,43eb3c24-95e0-47c9-894f-1b67cd54c15a
Deluxe Double or Twin Room with Garden View,243.63,4629,6a3744c1-128e-4ca6-95be-477d7cca5bb4,7e622fc8-94ef-461b-9549-f5847d8cd788
Superior Triple Room,149.21,2835,f28b8089-af46-49fe-b33b-946b6aad4b98,dedf38be-d74b-4cf3-a385-cdfa1607bb40
Double or Twin Room,210.95,4008,f6a3df89-5bd9-4c99-b006-66a58c7a76c3,3f79dd03-3b63-4712-8f8d-875814145954
Superior Double Room,196.16,3727,e9f1c612-51f0-4daa-9022-0e4702e44a34,3c01d1e0-54bb-4574-887a-41d609da0973
